path,size_bytes,size_mb_decimal,sha256,category,protected_status,git_ignored,above_50_mb,above_100_mb,duplicate_group,commit_disposition,reason
outputs/runs/br_v02_moderate_grouped_retrain_20260710_110917/replay_cache/train_target_uint8.npy,1572864128,1572.864128,df799acc9e8924120f3001f68cb795ac183522441297e045b496b4bd9522b6a0,cache_or_dense_embedding,DERIVED_BULKY_ARTIFACT,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,Regenerable cache or dense embedding; compact provenance is sufficient.
outputs/runs/thayer_select_recoverability_20260711_191518/manifests/training_scenes.h5,1342393755,1342.393755,028ca23ac5f3fa3a418312dcc541bad660874f521da707972e9c279e7f86c0fc,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_recoverability_20260711_191127/manifests/training_scenes.h5,1342393713,1342.393713,ee2dc75edb7c1a39d02cfe16a98063ec4cca7971bd84e006d4fe46403dce2806,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_prompted_resunet_diversity_20260712_154122/manifests/resunet_training_scenes.h5,1254269018,1254.269018,67d0cd82d3d608b8568d37259dbf785df908d04a49f3931cf14b7957743a3646,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_audit_v0_20260714_154655/episodes/post_training.h5,909252182,909.252182,de7da51423dea17e06b6667e92aa69b6d260a2ef01134e1ece22e04048782cbd,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_safety_20260711_225657/manifests/v2_natural_calibration_scenes.h5,805444259,805.444259,e583f2d2eb0e0c95b66b17599dcc086a9d2ef0e9dbb4764618ff711adc4516e0,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/br_v02_moderate_grouped_retrain_20260710_110917/replay_cache/validation_blended_float32.npy,786432128,786.432128,1d8ed6d42a467252f3531c167d86ae54626bcf2a96139f24e499ad53f148fd20,cache_or_dense_embedding,DERIVED_BULKY_ARTIFACT,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,Regenerable cache or dense embedding; compact provenance is sufficient.
outputs/runs/thayer_multiple_hypotheses_20260712_190701/candidate_sets/non_atlas_validation_candidates.h5,691882432,691.882432,6983282eff73849c4c9fd250ade9448187964d244d96cb0db1685e3e2876fc1b,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
data/catalogs/galaxy_zoo_desi/gz_desi_deep_learning_catalog_friendly.parquet,658807517,658.807517,90a78648e1b1aa7642e7cb03c32fc932bdf5c04e2c42ed6bb722aa1ecbd9f1c8,raw_dataset_or_catalog,PROTECTED_LOCAL_DATA,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,Raw datasets and downloaded catalogs are not repository artifacts.
outputs/runs/thayer_select_hierarchical_safety_20260711_225657/features/v2_q_training_frozen_reconstructions.h5,648993264,648.993264,9a7d050d4ef0cf67cee6c1db7a3b0c8daee387582fad546ef0568ebba8b7a041,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_safety_20260711_225657/features/v2_r_training_frozen_reconstructions.h5,648993264,648.993264,a897fa9693de2e553a1f1502d37f06f92158cdc7d58a5312a5e4b4b172304743,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_output_conditioning_20260712_225459/detached_optimization/final_outputs.h5,633670071,633.670071,34e059b68db1c09384876a5e047443bba8ae316dfc0137e59e9645258ddd00ad,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_feasibility_20260712_010729/manifests/v2_natural_calibration_scenes.h5,537001024,537.001024,99392093cc096b467bcee840e9af88f8600d620130422a536893a8f35a705b10,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_multiple_hypotheses_20260712_190701/features/near_pool_calibration.h5,519596552,519.596552,ef31a3a4a37a1b9df72a8190d9876877ed5873b34e8e543f248d1b7d0e4f6d47,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_multiple_hypotheses_20260712_190701/features/near_pool_validation.h5,519596552,519.596552,ed39c8b819555b3e0e81a13857aeeb40259f89673afd258c2c2ae6328c1771fd,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_probabilistic_unet_20260712_163340/features/near_pool_calibration.h5,519596552,519.596552,a478e511497c3585f44111a1347f0ca897e4508c9af2228f05882a0690791d71,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_probabilistic_unet_20260712_163340/features/near_pool_validation.h5,519596552,519.596552,bcff01975b9d3aae9a04551c38690f89e57deeb36f07255fa181c19dcce6a3c9,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_feasibility_20260712_010729/features/v2_q_training_frozen_reconstructions.h5,519195840,519.195840,819c455776fe53ebea17b44409826a38610717a59eaee5d40d311171d03a47ad,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_feasibility_20260712_010729/features/v2_r_training_frozen_reconstructions.h5,519195840,519.195840,75296fe196eacd208ea0f18c37917f0aaf1b409af59e1487196291f55c501894,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_observability_distillation_20260712_035843/features/training_deployable_spatial_features.npz,514614859,514.614859,72c0ff8ed1431588ebf88ff64ccff19dd7bc0e5a75a7c721ed350da5f6e354ca,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_audit_v0_20260714_154655/episodes/policy_calibration.h5,513458608,513.458608,d5376c2fbe30d70222874c50249845167592aa67ed8a3aa30b1e8030b705cb14,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_multiple_hypotheses_20260712_190701/target_sets/thayer_mh_calibration_target_sets.h5,432443648,432.443648,9f660292c957ff72cd00356b82ccf3461a2e99f8a0fdb819a6e5d20084140910,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_multiple_hypotheses_20260712_190701/target_sets/thayer_mh_validation_target_sets.h5,432443648,432.443648,a73477ab54f8c95ee6c14a9b13574e6f65e185e9dcebdc6f158dc564e573a55e,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_safety_20260711_225657/manifests/v2_development_scenes.h5,403421105,403.421105,59c37f13db2e5d73105d991ac92248ca889637020e31b71ece366d75761d885e,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_safety_20260711_225657/manifests/v2_stratified_calibration_scenes.h5,400879191,400.879191,d2e36fbbefe098f29952516b91484fc6de01d291a1f28064387043cd002db706,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_audit_v0_20260714_154655/episodes/pre_training.h5,282065213,282.065213,b0c46cf1c965212fb4e54a61a1442c1303515d24d631138b7b48303b3db8d32d,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_probabilistic_unet_20260712_163340/atlas_evaluation/atlas_prior_samples_k32.h5,276730024,276.730024,d7cd5592d846fb4bfd5d4eee3a8994ac9707cbb0ac70b5db4a7d33c0f1a017ba,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_feasibility_20260712_010729/manifests/v2_r_validation_scenes.h5,270562032,270.562032,5a29100a96a1c01d657e91e68430809a68794fe647fee20012ca4d542933ab17,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_safety_20260711_225657/manifests/v2_r_validation_scenes.h5,270524771,270.524771,3861b4c7c6208bcc885280df2f1bce88adc21082d8d5cb26bb5c69e3606b05f0,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_recoverability_20260711_191518/manifests/development_test_scenes.h5,268590796,268.590796,28c3cb5d9475692c472889e7e34bcc6d9de85cfda6d2a3583a811bdc2f402276,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_recoverability_20260711_191127/manifests/calibration_scenes.h5,268439450,268.439450,40b3ef20159a2d3646d9eb659169cfbfa915d789f87b01a9651bf70e0680aa22,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_recoverability_20260711_191518/manifests/calibration_scenes.h5,268439337,268.439337,ef10ff6f1ed25e6844cecc67876814710a532ce88775e445f1cd815bc1a716e3,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_safety_20260711_225657/manifests/v2_q_validation_scenes.h5,267259671,267.259671,250e9b2749517e3bfeb9eb31e3f975d6b52b690c988f1cf1d1f74ea9fa20ff5d,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_feasibility_20260712_010729/manifests/v2_q_validation_scenes.h5,267234959,267.234959,e67c42f7e75a8df0b1587ae0f46cd078f1bd6afa1865a2a5a23e55ea3f765cee,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_loss_geometry_20260712_205733/output_space_optimization/final_outputs.h5,265770736,265.770736,0836e37b5de6a4b0a580623ef059ea62373f2c91b368698f2c297228ef44328c,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_safety_20260711_225657/features/v2_natural_calibration_frozen_reconstructions.h5,259604648,259.604648,dda6e26a0685d19067d745d10135fba5df1e73350743081fb06202541872158b,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_audit_v0_20260714_154655/episodes/post_validation.h5,258821326,258.821326,9481c8028da17a747d0fba8ef8cba740546a903b8b1a42bb2f7e8400968bec5b,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_audit_v0_20260714_154655/episodes/policy_validation.h5,255465225,255.465225,1f1ae73a8099a385bd41c41141769fb530f799f2b74a5f1279a79bbbeb9f8464,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_prompt_ablation_20260711_164329/manifests/development_test_scenes.h5,250747781,250.747781,9ad743a2840fab001de3382a2749f2f7ab230b820747fcea7698a7910684a5f6,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_prompt_ablation_20260711_164329/manifests/calibration_scenes.h5,250739512,250.739512,ce56dc9f3c430dbd7308e2340144e994644c1753ddf3bd234fb9d98cd0dbc361,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_prompt_ablation_20260711_164329/manifests/validation_scenes.h5,250724373,250.724373,edd03e6610c86acc3e67271783fb9d3da535e64b299a789c4cf437ea76fb9b7e,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_multiple_hypotheses_20260712_190701/manifests/probabilistic_unet_calibration_scenes.h5,250177041,250.177041,f86c7da62272c8c895a0be3e54020211cce86907fd86d53ae7478d5c672117f4,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_multiple_hypotheses_20260712_190701/manifests/probabilistic_unet_validation_scenes.h5,250171459,250.171459,cbc6db971d4e78d85e572227e2b63a4d8789717a557d3ac2a3111896a1007699,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_probabilistic_unet_20260712_163340/manifests/probabilistic_unet_calibration_scenes.h5,250157854,250.157854,f1828119220bb910340d0a4b9a376c7f73709be3174638d6bab25bd49663a41f,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_probabilistic_unet_20260712_163340/manifests/probabilistic_unet_validation_scenes.h5,250156355,250.156355,7bbe5ee9e1cf9ab3f7f20d6ee552c7c2c8d023bfe5651b23486f0959375f450c,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_recoverability_20260711_191127/manifests/validation_scenes.h5,201353956,201.353956,8ff4cabc92cd535bea55ab18ed72c2ca0e6464b064d8d156d80220cb753934e4,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_recoverability_20260711_191518/manifests/validation_scenes.h5,201353931,201.353931,08cd8b19344202d2836d3e08a5ad520b36ec24c7a01eae4f452a4d1424b4fe8c,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/br_v02_moderate_grouped_retrain_20260710_110917/replay_cache/validation_target_uint8.npy,196608128,196.608128,d596d5cf1df9df38f33d5f914498c7ffbfa348ab812bef15011dd4e6d6943b94,cache_or_dense_embedding,DERIVED_BULKY_ARTIFACT,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,Regenerable cache or dense embedding; compact provenance is sufficient.
outputs/runs/thayer_prompted_resunet_diversity_20260712_154122/manifests/resunet_validation_scenes.h5,188133112,188.133112,b8f21f5396db1902a7c82b1c7fb5118b6c9921d505eba1dbf20e0e44f8e426c8,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_pu_batch_r1_20260714_224244/eligibility_continuation/aligned_outputs/thayer_pu_training_deployed.h5,173407414,173.407414,65e90971b7f9d3dc257afb3dfe872fa5af051cdafbc7ea0fe93122651d4045f6,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_feasibility_20260712_010729/features/v2_natural_calibration_frozen_reconstructions.h5,173076688,173.076688,f7007e8073941b973164e3f6ffbcf3957883c4824ca8e29ed36995ec7cacc5d2,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_recoverability_seed_replication_20260711_203115/uncertainty_maps/r1_seed_3_development_inference.h5,173069376,173.069376,4ca5692c639db5908c6bf11a6f8934edd3592c0ecaf0e51b6d8e09aef4bb89f6,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_recoverability_seed_replication_20260711_203115/uncertainty_maps/r1_seed_2_development_inference.h5,173068455,173.068455,de6afc85494b373bb3bd2c5d91d9367e74dcafcbce22707bfe0e1359160a266a,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_audit_v0_20260714_154655/episodes/pre_calibration.h5,162418827,162.418827,13e8dd65fcdd393849f1c56c811c71b9d5fa585cf6c0836ebaf2e936c0f2d37c,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_safety_20260711_225657/features/v2_development_r1_outputs.h5,129816968,129.816968,e509b9d4ec4a31ef85a9edc8a04e42d2c9f26d88290bc8184a3074ef69c24e26,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
outputs/runs/thayer_select_hierarchical_safety_20260711_225657/features/v2_development_frozen_reconstructions.h5,129803568,129.803568,3607d928275321ba5f95473145acbe236d6d5eed0229d036d3533b13833e23f7,scientific_tensor_or_generated_observation,POTENTIALLY_PROTECTED_OR_DERIVED,yes,yes,yes,,EXCLUDE_LOCAL_ONLY,"Dense scientific tensors remain local; commit compact tables, reports, and manifests."
